rule_code,variant_no,title,body
WEALTH_JAE0_BALANCED,1,재성은 숨어 있고 힘은 고른 구조,"사주에 재성(돈과 결과를 뜻하는 기운)이 드러나 있지 않지만 일간의 힘은 중화로 고르게 잡혀 있습니다. 돈을 좇기보다 실력과 신뢰를 먼저 쌓을 때 재물이 뒤따라오는 구조이며, 운에서 재성이 들어오는 시기에 기회가 커집니다."
WEALTH_JAE0_STRONG,1,재물을 만들어 가는 힘이 있는 구조,"사주에 재성(돈과 결과를 뜻하는 기운)이 드러나 있지 않지만 일간의 힘은 {{strength.band|ko}}으로 넉넉합니다. 가진 힘을 재능과 일로 풀어 결과를 직접 만들어 내는 구조라, 실행한 만큼 재물이 쌓이는 편입니다."
WEALTH_JAE12_WEAK,1,알맞은 재물을 알차게 지키는 구조,"사주에 재성(돈과 결과를 뜻하는 기운)이 {{ss.group.JAESEONG}}개 있고 일간의 힘은 {{strength.band|ko}} 쪽입니다. 재물 기회는 적당히 있으나 욕심껏 벌이기보다 지키고 관리할 때 실속이 커지는 흐름입니다."
WEALTH_JAE12_BALANCED,1,재물과 힘이 고르게 맞는 구조,"사주에 재성(돈과 결과를 뜻하는 기운)이 {{ss.group.JAESEONG}}개 있고 일간의 힘은 중화에 가깝습니다. 벌어들이는 힘과 감당하는 힘이 균형을 이루어, 꾸준히 일한 만큼 재물이 안정적으로 쌓이는 편입니다."
WEALTH_JAE12_STRONG,1,재물을 넉넉히 다룰 수 있는 구조,"사주에 재성(돈과 결과를 뜻하는 기운)이 {{ss.group.JAESEONG}}개 있고 일간의 힘이 {{strength.band|ko}}으로 충분합니다. 기회를 붙잡아 결과로 만드는 힘이 좋아, 적극적으로 활동 범위를 넓힐수록 재물운이 커집니다."
WEALTH_JAEDA_SINYAK,1,기회는 많고 힘은 여린 구조,"재성이 {{ss.group.JAESEONG}}개로 많은 데 비해 일간의 힘은 {{strength.band|ko}} 쪽입니다. 기회는 자주 보이지만 모두 붙잡으려 하면 쉽게 지칠 수 있어, 감당할 수 있는 규모를 먼저 정하는 것이 재물운을 지키는 방법입니다."
WEALTH_JAE3_BALANCED,1,기회가 많은 재물 구조,"사주에 재성(돈과 결과를 뜻하는 기운)이 {{ss.group.JAESEONG}}개로 많고 일간의 힘은 중화에 가깝습니다. 돈과 일이 모이는 자리가 자주 생기는 편이라, 우선순위를 정해 선택과 집중을 하면 재물이 크게 불어납니다."
WEALTH_JAE3_STRONG,1,큰 재물을 굴릴 수 있는 구조,"사주에 재성(돈과 결과를 뜻하는 기운)이 {{ss.group.JAESEONG}}개로 많고 일간의 힘도 {{strength.band|ko}}입니다. 재물을 다루는 그릇이 커서 사업이나 투자처럼 규모 있는 일에서 역량이 드러나기 쉽습니다."
WEALTH_GUNGEOP,1,나눌 사람이 많은 재물,"사주에 비겁(나와 같은 기운)이 많고 재성도 있어, 번 돈이 사람을 통해 나가기 쉬운 구조입니다. 동업이나 돈거래를 할 때는 역할과 몫을 문서로 분명히 해 두면 재물을 지킬 수 있습니다."
WEALTH_SIKSANG_SAENGJAE,1,재능이 돈이 되는 흐름,"사주에 식상(재능과 표현을 뜻하는 기운)과 재성이 함께 있어, 내가 만든 결과물이 곧 수입으로 이어지는 식상생재의 흐름이 있습니다. 기술과 콘텐츠를 쌓아 두는 것이 가장 확실한 재테크입니다."
WEALTH_JAE0_SIKSANG,1,재능이 돈의 통로가 되는 흐름,"원국에 재성은 드러나지 않지만 식상(재능과 표현의 기운)이 있어, 내가 가진 기술과 아이디어가 곧 수입의 통로가 됩니다. 결과물을 꾸준히 쌓아 두면 운에서 재성이 들어올 때 크게 빛을 봅니다."
WEALTH_JEONGJAE,1,고정 수입에 강한 흐름,"사주에 정재(꾸준히 들어오는 재물의 기운)가 있습니다. 월급이나 정기 수입처럼 예측 가능한 돈을 잘 모으는 편이라, 자동 저축이나 장기 계획이 특히 잘 맞습니다."
WEALTH_PYEONJAE,1,기회를 잡는 유동 재물 흐름,"사주에 편재(넓게 오가는 재물의 기운)가 있습니다. 부수입이나 거래, 사람을 통해 들어오는 돈의 흐름에 밝은 편이라, 활동 반경을 넓힐수록 기회가 늘어납니다."
WEALTH_SIKSANG_NONE,1,관리로 키우는 재물 흐름,"사주에 식상(벌어들이는 기운)이 드러나지 않아, 새로 벌기보다 이미 가진 것을 지키고 굴리는 데 강점이 있습니다. 지출 구조를 점검하고 안정적인 자산을 늘리는 방식이 잘 맞습니다."
WEALTH_INSEONG_MANY,1,문서와 자격이 재물이 되는 흐름,"사주에 인성(문서와 배움의 기운)이 많아, 자격증이나 계약, 부동산처럼 문서가 오가는 일에서 재물이 생기기 쉽습니다. 다만 생각이 길어지면 기회를 놓칠 수 있으니 결정 시한을 정해 두세요."
WEALTH_JAEDA_SINYAK_ADVICE,1,재물운 조언,"한 번에 여러 곳에 벌이기보다 하나를 끝까지 키우세요. 믿을 만한 동료나 전문가와 역할을 나누면 많은 재성을 온전히 내 것으로 만들 수 있습니다."
WEALTH_ADVICE_WEAK,1,재물운 조언,"수입의 일정 비율을 먼저 떼어 두는 선저축을 습관으로 만드세요. 무리한 투자보다 잃지 않는 선택이 결국 더 많이 남깁니다."
WEALTH_ADVICE_BALANCED,1,재물운 조언,"돈의 흐름을 한 달에 한 번 숫자로 정리해 보세요. 들어오고 나가는 길이 보이면 새는 돈이 줄고 기회도 먼저 보입니다."
WEALTH_ADVICE_STRONG,1,재물운 조언,"자신감이 붙을수록 한 번에 크게 거는 선택을 경계하세요. 목표 수익과 멈출 기준을 미리 정해 두면 넘치는 힘이 성과로 이어집니다."
CAREER_FALLBACK,1,직업운 한눈에 보기,"{{name}}님은 {{gyeok|ko}}격 사주로, 격국은 사회에서 어떤 방식으로 힘을 쓰는지를 보여 줍니다. 아래 세부 풀이와 대운 흐름을 함께 보며 지금 시기에 맞는 선택지를 살펴보세요."
CAREER_GYEOK_JEONGGWAN,1,조직에서 빛나는 정관격,"정관격은 체계와 규칙이 분명한 곳에서 능력이 잘 드러납니다. 공공기관, 대기업, 법·행정·관리 직무처럼 신뢰와 책임이 성과로 이어지는 환경이 잘 맞습니다."
CAREER_GYEOK_PYEONGWAN,1,위기에 강한 편관격,"편관격은 긴장감과 책임이 큰 자리에서 능력이 돋보입니다. 군·경·소방, 법조, 의료, 현장 관리처럼 결단과 통솔이 필요한 일이나 경쟁이 치열한 분야가 잘 맞습니다."
CAREER_GYEOK_JEONGJAE,1,관리와 실무에 강한 정재격,"정재격은 숫자와 계획을 다루는 일에서 신뢰를 얻습니다. 재무·회계, 금융, 행정, 품질 관리처럼 정확함과 꾸준함이 성과로 이어지는 환경이 잘 맞습니다."
CAREER_GYEOK_PYEONJAE,1,무대가 넓을수록 빛나는 편재격,"편재격은 사람과 돈이 활발히 오가는 곳에서 감각이 살아납니다. 영업·유통, 무역, 사업, 투자처럼 기회를 발견하고 판을 키우는 일이 잘 맞습니다."
CAREER_GYEOK_SIKSIN,1,전문 기술로 오래 가는 식신격,"식신격은 좋아하는 일을 깊게 익혀 전문가가 되는 길이 잘 맞습니다. 요리·식품, 교육, 연구, 기술직, 복지처럼 꾸준히 실력을 쌓아 결과물을 내는 분야에서 인정받기 쉽습니다."
CAREER_GYEOK_SANGGWAN,1,표현력으로 길을 여는 상관격,"상관격은 말과 창의력이 곧 경쟁력입니다. 방송·콘텐츠, 디자인, 기획, 강연, 법률 자문처럼 새로운 표현이나 논리로 사람을 설득하는 일이 잘 맞습니다."
CAREER_GYEOK_JEONGIN,1,배움이 경력이 되는 정인격,"정인격은 공부와 자격이 커리어의 발판이 됩니다. 교육, 연구, 공공기관, 출판, 상담처럼 지식과 신뢰를 바탕으로 사람을 돕는 일이 잘 맞습니다."
CAREER_GYEOK_PYEONIN,1,깊이로 승부하는 편인격,"편인격은 남다른 관점이 필요한 분야에서 두각을 나타냅니다. IT·개발, 분석, 의학·약학, 심리, 예술처럼 전문성과 직관을 함께 쓰는 일이 잘 맞습니다."
CAREER_GYEOK_GEONROK,1,스스로 기반을 세우는 건록격,"건록격은 자기 힘으로 쌓은 실력이 가장 큰 무기입니다. 전문직이나 자영업처럼 일의 방식을 스스로 정할 수 있는 환경, 또는 성실함이 곧 승진으로 이어지는 조직이 잘 맞습니다."
CAREER_GYEOK_YANGIN,1,추진력으로 판을 여는 양인격,"양인격은 강한 추진력과 승부욕이 필요한 자리에서 성과를 냅니다. 창업, 운동, 군·경, 외과, 영업 리더처럼 목표를 향해 힘 있게 밀어붙이는 일이 잘 맞습니다."
CAREER_SALIN_SANGSAENG,1,압박을 실력으로 바꾸는 살인상생,"편관(압박과 도전)과 편인(지혜와 전문성)이 함께 있어, 어려운 과제를 공부와 기술로 풀어내며 성장하는 살인상생의 구조입니다. 전문 분야에서 문제를 해결하는 역할을 맡을 때 존재감이 커집니다."
CAREER_GWANIN_SANGSAENG,1,배움이 자리로 이어지는 관인상생,"관성(직장과 책임)과 인성(배움과 자격)이 함께 있어, 공부하고 자격을 갖춘 만큼 지위가 올라가는 관인상생의 구조입니다. 전문 자격이나 학위가 경력의 발판이 되기 쉽습니다."
CAREER_SIKSANG_SAENGJAE,1,재능을 일로 키우는 흐름,"식상(재능)과 재성(성과)이 이어져 있어, 내가 잘하는 것을 상품이나 서비스로 만들 때 일의 성과가 커집니다. 부업이나 프리랜서, 창업을 준비해 두기에도 좋은 구조입니다."
CAREER_SANGGWAN_GYEONGWAN,1,소신과 조직 사이의 균형,"상관(자유로운 표현)과 정관(조직의 규칙)이 함께 있어, 좋은 아이디어를 내면서도 틀에 부딪히는 순간을 겪기 쉽습니다. 의견을 낼 때 근거와 대안을 함께 제시하면 비판이 아닌 제안으로 받아들여집니다."
CAREER_GWAN_NONE,1,틀보다 자율이 맞는 흐름,"사주에 관성(조직과 직위의 기운)이 드러나지 않아, 정해진 위계보다 스스로 일정과 방식을 정할 수 있는 환경에서 능률이 오릅니다. 조직에 있다면 권한이 분명한 전문 역할을 맡는 편이 좋습니다."
CAREER_BIGEOP_MANY,1,독립과 경쟁에 강한 흐름,"비겁(나와 같은 기운)이 많아 누구 밑에 오래 있기보다 자기 이름을 걸고 일할 때 힘이 납니다. 경쟁하는 환경에서도 밀리지 않지만, 협업에서는 공을 나누는 태도가 오히려 기회를 늘립니다."
CAREER_INSEONG_MANY,1,전문성으로 인정받는 흐름,"인성(배움의 기운)이 많아 배우고 연구하는 일에 강하며, 자격과 학위가 경력에 무게를 더해 줍니다. 다만 준비만 길어지지 않도록 배운 것을 바로 일에 적용할 기회를 만드세요."
CAREER_STR_WEAK,1,함께할 때 커지는 일의 흐름,"일간의 힘이 {{strength.band|ko}} 쪽이라, 혼자 모든 것을 책임지는 자리보다 좋은 조직과 동료가 뒷받침해 주는 환경에서 실력이 안정적으로 발휘됩니다."
CAREER_STR_BALANCED,1,역할에 따라 유연한 일의 흐름,"일간의 힘이 중화에 가까워, 앞에서 이끄는 역할과 뒤에서 받치는 역할을 모두 무리 없이 해냅니다. 상황에 맞춰 역할을 바꿀 수 있다는 점이 오래가는 경쟁력이 됩니다."
CAREER_STR_STRONG,1,주도할 때 빛나는 일의 흐름,"일간의 힘이 {{strength.band|ko}}으로 강해, 지시를 따르기보다 스스로 판단하고 책임지는 자리에서 성과가 큽니다. 리더나 독립적인 전문가로 성장하는 길이 잘 맞습니다."
CAREER_ADVICE_WEAK,1,직업운 조언,"새로운 도전 전에 멘토나 선배에게 조언을 구하세요. 좋은 조력자를 두는 것이 가장 빠른 성장의 길입니다."
CAREER_ADVICE_BALANCED,1,직업운 조언,"지금 하는 일에서 나만의 강점 하나를 분명한 이름으로 만들어 두세요. 역할이 바뀌어도 그 강점이 경력을 이어 줍니다."
CAREER_ADVICE_STRONG,1,직업운 조언,"주도권을 잡는 만큼 기록과 공유를 챙기세요. 과정을 투명하게 나누면 리더십에 신뢰가 더해집니다."
LOVE_FALLBACK,1,연애운 한눈에 보기,"{{name}}님의 사주에서 배우자를 뜻하는 별은 {{love.spouseStarGroup|ko}}이며 {{love.spouseStarCount}}개 있습니다. 배우자 자리인 일지에는 {{tenGods.day.branch|ko|이가}} 자리해, 가까운 관계에서 이 기운의 모습이 자주 드러납니다."
LOVE_SPOUSE_NONE,1,배우자 별이 드러나지 않음,"사주에 배우자를 뜻하는 별인 {{love.spouseStarGroup|ko|이가}} 드러나 있지 않습니다. 인연이 없다는 뜻이 아니라 연애를 서두르지 않는 편이라는 뜻에 가깝고, 운에서 {{love.spouseStarGroup|ko|이가}} 들어오는 시기에 만남의 기회가 커집니다."
LOVE_SPOUSE_SOME,1,인연의 별이 알맞게 자리한 사주,"사주에 배우자를 뜻하는 별인 {{love.spouseStarGroup|ko|이가}} {{love.spouseStarCount}}개 있어, 인연의 흐름이 무난하게 이어지는 편입니다. 서로의 생활 리듬을 존중해 주는 관계에서 편안함을 느끼기 쉽습니다."
LOVE_SPOUSE_MANY,1,인연이 많이 오가는 사주,"사주에 배우자를 뜻하는 별인 {{love.spouseStarGroup|ko|이가}} {{love.spouseStarCount}}개로 많습니다. 호감을 주고받을 기회가 자주 생기는 만큼, 마음이 여러 곳으로 흩어지지 않도록 관계의 기준을 분명히 세워 두는 것이 좋습니다."
LOVE_GWANSAL_MIXED_F,1,정관과 편관이 함께 있음,"사주에 정관과 편관이 함께 있어, 안정적인 인연과 강렬한 끌림 사이에서 고민하는 일이 생기기 쉽습니다. 서두르지 말고 오래 함께할 사람의 기준을 먼저 세워 두면 선택이 한결 쉬워집니다."
LOVE_JAE_MIXED_M,1,정재와 편재가 함께 있음,"사주에 정재와 편재가 함께 있어, 편안한 인연과 새롭고 설레는 인연 사이에서 마음이 오가기 쉽습니다. 관계를 시작할 때 오래 함께할 가치관이 맞는지를 먼저 살피면 선택이 분명해집니다."
LOVE_DAY_BRANCH_CLASH,1,배우자 자리에 부딪힘이 있음,"배우자 자리인 일지가 다른 글자와 충(서로 부딪치는 관계)을 이룹니다. 관계에 변화와 자극이 많은 편이라, 서로의 생활 리듬이 다를 때 갈등이 생기기 쉽습니다."
LOVE_DAYBR_BIGYEON,1,배우자 자리에 비견,"배우자 자리인 일지에 비견(나와 닮은 기운)이 있습니다. 친구처럼 대등하고 편한 관계를 원하며, 서로의 독립된 영역을 인정해 줄 때 관계가 오래 건강하게 유지됩니다."
LOVE_DAYBR_GEOBJAE,1,배우자 자리에 겁재,"배우자 자리인 일지에 겁재(경쟁하는 기운)가 있습니다. 관계에서도 주도권이나 자존심이 부딪히기 쉬우니, 이기고 지는 대화보다 함께 답을 찾는 대화 방식을 연습해 보세요."
LOVE_DAYBR_SIKSIN,1,배우자 자리에 식신,"배우자 자리인 일지에 식신(베풀고 즐기는 기운)이 있습니다. 함께 맛있는 것을 먹고 소소한 즐거움을 나누는 관계에서 행복을 느끼며, 다정하게 챙겨 주는 모습이 인연을 깊게 만듭니다."
LOVE_DAYBR_SANGGWAN,1,배우자 자리에 상관,"배우자 자리인 일지에 상관(솔직한 표현의 기운)이 있습니다. 대화가 잘 통하는 사람에게 끌리지만 서운한 말이 날카롭게 나가기 쉬우니, 감정이 올라올 때는 잠시 쉬었다 이야기하는 편이 좋습니다."
LOVE_DAYBR_PYEONJAE,1,배우자 자리에 편재,"배우자 자리인 일지에 편재(활발히 오가는 기운)가 있습니다. 활동적이고 사교적인 사람과 잘 맞으며, 함께 여행하거나 새로운 경험을 나눌 때 관계에 활력이 생깁니다."
LOVE_DAYBR_JEONGJAE,1,배우자 자리에 정재,"배우자 자리인 일지에 정재(성실하게 지키는 기운)가 있습니다. 믿음직하고 현실적인 관계를 중요하게 여기며, 함께 계획을 세우고 생활을 꾸려 갈 때 안정감을 느낍니다."
LOVE_DAYBR_PYEONGWAN,1,배우자 자리에 편관,"배우자 자리인 일지에 편관(강한 긴장감의 기운)이 있습니다. 카리스마 있는 사람에게 끌리기 쉽고 관계가 뜨겁게 흘러가지만, 서로를 통제하려 하지 않도록 신뢰를 먼저 쌓는 것이 중요합니다."
LOVE_DAYBR_JEONGGWAN,1,배우자 자리에 정관,"배우자 자리인 일지에 정관(바르고 반듯한 기운)이 있습니다. 예의와 책임감을 갖춘 사람에게 믿음을 느끼며, 약속을 지키는 관계에서 오래도록 안정된 인연을 이어 가기 쉽습니다."
LOVE_DAYBR_PYEONIN,1,배우자 자리에 편인,"배우자 자리인 일지에 편인(혼자만의 생각의 기운)이 있습니다. 서로의 개인 시간을 존중해 주는 관계가 잘 맞고, 마음을 말로 표현하는 데 서툴 수 있으니 작은 표현이라도 자주 건네 보세요."
LOVE_DAYBR_JEONGIN,1,배우자 자리에 정인,"배우자 자리인 일지에 정인(보살피고 감싸는 기운)이 있습니다. 서로를 돌보고 이해해 주는 따뜻한 관계를 원하며, 곁에 있는 사람에게 든든한 정서적 버팀목이 되어 줍니다."
LOVE_DAY_BRANCH_CLASH_ADVICE,1,연애운 조언,"다툼이 생기면 결론을 내리기 전에 하루를 두고 이야기하세요. 함께하는 시간과 각자의 시간을 미리 나눠 두면 충의 기운이 활력으로 바뀝니다."
LOVE_ADVICE_NONE,1,연애운 조언,"인연은 기다리기보다 생활 반경에서 자연스럽게 만들어집니다. 취미 모임이나 배움의 자리처럼 편하게 사람을 만날 수 있는 곳에 꾸준히 발을 들여 보세요."
LOVE_ADVICE_SOME,1,연애운 조언,"좋은 관계일수록 익숙함에 기대기 쉽습니다. 한 달에 한 번은 함께 새로운 것을 해 보는 날을 정해 보세요."
LOVE_ADVICE_MANY,1,연애운 조언,"마음이 끌리는 사람이 여럿일 때는 서두르지 말고, 내가 관계에서 가장 중요하게 여기는 한 가지를 기준으로 삼으세요."
DAEWOON_FALLBACK,1,대운 한눈에 보기,"{{name}}님의 대운은 {{daewoon.number}}세 무렵 시작해 10년마다 바뀌며, {{daewoon.direction|ko}}으로 흐릅니다. 아래 표에서 지금 지나고 있는 대운과 다음 대운을 확인해 보세요."
DW_NEW_JAESEONG,1,원국에 없던 재성이 들어온 대운,"원국에 드러나지 않았던 재성이 {{daewoon.current.ganjiKo}} 대운에서 들어와 있습니다. 돈과 성과를 직접 다루는 기회가 평소보다 많은 시기이니, 수입 구조를 넓히는 선택을 미루지 마세요."
DW_NOW_BIGEOP,1,나를 세우는 대운,"지금 {{daewoon.current.ganjiKo}} 대운은 천간에 비겁(나와 같은 기운)이 들어와 자립심과 추진력이 커지는 시기입니다. 스스로 결정하고 이끄는 일이 늘어나며, 독립이나 새 출발을 준비하기에 좋은 흐름입니다."
DW_NOW_SIKSANG,1,재능을 펼치는 대운,"지금 {{daewoon.current.ganjiKo}} 대운은 천간에 식상(재능과 표현의 기운)이 들어와 하고 싶은 일을 드러내고 결과물을 만들어 가는 시기입니다. 새로운 기술이나 창작, 활동의 폭을 넓히기 좋은 흐름입니다."
DW_NOW_JAESEONG,1,결실을 거두는 대운,"지금 {{daewoon.current.ganjiKo}} 대운은 천간에 재성(결과와 재물의 기운)이 들어와 노력한 만큼 성과가 눈에 보이는 시기입니다. 일과 돈의 규모가 커지기 쉬우니 관리 체계를 함께 갖춰 두면 좋습니다."
DW_NOW_GWANSEONG,1,책임과 자리가 커지는 대운,"지금 {{daewoon.current.ganjiKo}} 대운은 천간에 관성(직장과 책임의 기운)이 들어와 사회적 역할과 기대가 커지는 시기입니다. 승진이나 자리 이동처럼 위치가 달라지는 일이 생기기 쉬우니 체력과 일정을 넉넉히 관리하세요."
DW_NOW_INSEONG,1,배우고 다지는 대운,"지금 {{daewoon.current.ganjiKo}} 대운은 천간에 인성(배움과 도움의 기운)이 들어와 공부와 자격, 좋은 조력자를 통해 기반을 다지는 시기입니다. 당장의 성과보다 다음 10년을 위한 준비에 투자하기 좋은 흐름입니다."
DW_FILLS_MISSING,1,부족한 기운을 채우는 시기,"현재 {{daewoon.current.ganjiKo}} 대운은 원국에 없던 {{oh.missing|ko}}의 기운을 보태 줍니다. 평소 어렵게 느꼈던 부분이 한결 수월해지는 시기이니, 미뤄 둔 과제를 이때 시작해 보세요."
DW_BRANCH_BIGEOP,1,사람이 모이는 생활 흐름,"이번 대운의 지지에는 비겁의 기운이 있어 주변에 함께할 사람이 늘어나기 쉽습니다. 인맥이 힘이 되는 시기이지만, 돈이 얽힌 부탁은 신중하게 판단하세요."
DW_BRANCH_SIKSANG,1,움직임이 많아지는 생활 흐름,"이번 대운의 지지에는 식상의 기운이 있어 일상에서 새로운 활동과 표현의 기회가 늘어납니다. 건강 관리와 휴식의 리듬을 함께 챙기면 활력이 오래갑니다."
DW_BRANCH_JAE,1,재성이 흐르는 대운,"지금 {{daewoon.current.ganjiKo}} 대운은 지지에 재성의 기운을 품고 있습니다. 노력한 만큼 결과가 눈에 보이는 시기로, 성과를 숫자로 정리해 두면 다음 기회로 이어지기 쉽습니다."
DW_BRANCH_GWANSEONG,1,기반이 단단해지는 생활 흐름,"이번 대운의 지지에는 관성의 기운이 있어 소속과 역할이 분명해지고 생활의 틀이 잡혀 가는 시기입니다. 정해진 약속과 규칙을 지킬수록 평판이 쌓입니다."
DW_BRANCH_INSEONG,1,마음이 안정되는 생활 흐름,"이번 대운의 지지에는 인성의 기운이 있어 가정이나 가까운 사람에게서 도움과 안정을 얻기 쉽습니다. 집이나 문서와 관련된 일을 차분히 준비하기 좋은 흐름입니다."
DW_SEUN_BIGEOP,1,올해 {{seun.year}}년의 흐름,"올해 {{seun.ganjiKo}}년은 천간에 비겁의 기운이 들어와 자기 주장이 강해지고 새로 시작하려는 마음이 커지는 해입니다. 함께하는 사람과 역할을 분명히 나누면 좋은 한 해가 됩니다."
DW_SEUN_SIKSANG,1,올해 {{seun.year}}년의 흐름,"올해 {{seun.ganjiKo}}년은 천간에 식상의 기운이 들어와 표현과 활동이 활발해지는 해입니다. 미뤄 둔 계획을 실행에 옮기고 결과물을 남기기 좋은 한 해입니다."
DW_SEUN_JAESEONG,1,올해 {{seun.year}}년의 흐름,"올해 {{seun.ganjiKo}}년은 천간에 재성의 기운이 들어와 일과 재물의 움직임이 커지는 해입니다. 들어오는 만큼 나가는 돈도 늘기 쉬우니 예산을 먼저 세워 두세요."
DW_SEUN_GWANSEONG,1,올해 {{seun.year}}년의 흐름,"올해 {{seun.ganjiKo}}년은 천간에 관성의 기운이 들어와 책임과 평가가 따르는 해입니다. 맡은 일을 성실히 마무리하면 인정과 기회로 돌아오기 쉽습니다."
DW_SEUN_INSEONG,1,올해 {{seun.year}}년의 흐름,"올해 {{seun.ganjiKo}}년은 천간에 인성의 기운이 들어와 배우고 준비하기 좋은 해입니다. 자격이나 공부, 이사나 계약처럼 문서가 오가는 일을 차분히 진행해 보세요."
DW_TRANSITION,1,대운이 바뀌는 문턱,"1년 안에 다음 대운으로 넘어갑니다. 10년 흐름이 바뀌는 문턱에서는 변화가 한꺼번에 몰리기 쉬우니, 큰 결정은 새 대운의 방향을 확인한 뒤 내려도 늦지 않습니다."
DW_ADVICE_WEAK,1,대운 조언,"좋은 흐름이 오는 시기일수록 욕심을 조금 덜고 기반을 먼저 챙기세요. 무리하지 않는 선택이 다음 대운까지 운을 이어 줍니다."
DW_ADVICE_BALANCED,1,대운 조언,"10년 단위로 크게 보고, 1년 단위로 점검하세요. 대운의 방향을 알고 움직이면 작은 기복에 흔들리지 않습니다."
DW_ADVICE_STRONG,1,대운 조언,"흐름이 좋을 때 한 번에 크게 벌이기보다 단계를 나눠 넓혀 가세요. 속도를 조절하는 힘이 좋은 운을 오래 유지시킵니다."
